X Y Z
1.216664726810295135e+06 3.426544343189202482e+05 3.576931963646808072e+03
1.216664842863537371e+06 3.426564390074728290e+05 3.576911618634845581e+03
1.216665125934958924e+06 3.426584341270340374e+05 3.577007259570961196e+03
1.216665356975983595e+06 3.426604345523063093e+05 3.576987286455155299e+03
1.216665506252318155e+06 3.426624433153936407e+05 3.577083299287427963e+03
1.216665572718738811e+06 3.426644535307789920e+05 3.577179498067779605e+03
1.216665560237466590e+06 3.426664651307278546e+05 3.577275882796209316e+03
1.216665836262642406e+06 3.426684579994988744e+05 3.577256653472717971e+03
1.216666103119829437e+06 3.426704528849995695e+05 3.577353410097304732e+03
1.216666273406680208e+06 3.426724606219255365e+05 3.577450352669970016e+03
1.216666470452054404e+06 3.426744647192496341e+05 3.577431681190714244e+03
1.216666822858917760e+06 3.426764476848407066e+05 3.577528995659536577e+03
1.216667205609299242e+06 3.426784247417319566e+05 3.577626496076437434e+03
1.216667635785976890e+06 3.426803925634465413e+05 3.577608382441417234e+03
1.216668076623202302e+06 3.426823580921083339e+05 3.577706254754475140e+03
1.216668524954258930e+06 3.426843220088686212e+05 3.577688513015611989e+03
1.216668931614335626e+06 3.426862947837252868e+05 3.577786757224826943e+03
1.216669327388378093e+06 3.426882698726514936e+05 3.577885187382120876e+03
1.216669890228803270e+06 3.426902042299273890e+05 3.577868003487493297e+03
1.216670458093586611e+06 3.426921373622386600e+05 3.577966805540943824e+03
1.216671049925631611e+06 3.426940630446746945e+05 3.578065793542473330e+03
1.216671642541651148e+06 3.426959884834236582e+05 3.578049167492081324e+03
1.216672046310772654e+06 3.426979603593210923e+05 3.578148527389767878e+03
1.216672419678344158e+06 3.426999382650384796e+05 3.578248073235532502e+03
1.216672614099542145e+06 3.427019441683767363e+05 3.578232005029376069e+03
1.216672794069594005e+06 3.427039512092473451e+05 3.578331922771298196e+03
1.216672893647215329e+06 3.427059645782659063e+05 3.578316226461298811e+03
1.216672990063195350e+06 3.427079780431117979e+05 3.578416516099377986e+03
1.216673022404871881e+06 3.427099934500071686e+05 3.578401191685535650e+03
1.216673062285842607e+06 3.427120084592207568e+05 3.578501853219771874e+03
1.216673121370505076e+06 3.427140224554802408e+05 3.578486900702086587e+03
1.216673305956006050e+06 3.427160296921568224e+05 3.578587934132479859e+03
1.216673499122887850e+06 3.427180365498245228e+05 3.578573353510951620e+03
1.216673538408625871e+06 3.427200529860198731e+05 3.578674758837501940e+03
1.216673585694217123e+06 3.427220691692946712e+05 3.578660550112130750e+03
1.216673671170015121e+06 3.427240841451611486e+05 3.578646527334838538e+03
1.216673770925232442e+06 3.427260982276060386e+05 3.578748490505624432e+03
1.216673930532920407e+06 3.427281085652562906e+05 3.578734839624488814e+03
1.216674076870475197e+06 3.427301194806140265e+05 3.578721374691431265e+03
1.216674188543690601e+06 3.427321319050635211e+05 3.578823895706452731e+03
1.216674258897490799e+06 3.427341460837803315e+05 3.578810802669553141e+03
1.216674298071157420e+06 3.427361615862884209e+05 3.578913695580731655e+03
1.216674457218608353e+06 3.427381687619118020e+05 3.579016774439988694e+03
1.216674668574006530e+06 3.427401722266142024e+05 3.579004239247324676e+03
1.216674900106471730e+06 3.427421737661892548e+05 3.579107690002738764e+03
1.216675143950688187e+06 3.427441737808338366e+05 3.579095526706231794e+03
1.216675421412696596e+06 3.427461696315868758e+05 3.579199349357802930e+03
1.216675647751303855e+06 3.427481703973207623e+05 3.579303357957453045e+03
1.216675801722324220e+06 3.427501781204418512e+05 3.579291752505181194e+03
1.216676324839932378e+06 3.427521174340432044e+05 3.579396133000988357e+03
1.216676891770713730e+06 3.427540495747743407e+05 3.579384899444873554e+03
1.216677235773806693e+06 3.427560340293173213e+05 3.579489651836837766e+03
1.216677634122287389e+06 3.427580070965039195e+05 3.579594590176880047e+03
1.216678119482087204e+06 3.427599619316207827e+05 3.579583914465001271e+03
1.216678678291073535e+06 3.427618975442269584e+05 3.579689224701201056e+03
1.216679269400391961e+06 3.427638247034585802e+05 3.579678920885478874e+03
1.216679947272780351e+06 3.427657220057636732e+05 3.579784603017835707e+03
1.216680691715582274e+06 3.427675911889031995e+05 3.579890471098271064e+03
1.216681646894184873e+06 3.427693641847762046e+05 3.579880725126784910e+03
1.216682804452426033e+06 3.427710069275368005e+05 3.579986965103376860e+03
1.216684023549586302e+06 3.427726091636102647e+05 3.580093391028047336e+03
1.216685256458667805e+06 3.427742005366770318e+05 3.580084202900796754e+03
1.216686742261006264e+06 3.427755511398718227e+05 3.580191000721624732e+03
1.216688197395672090e+06 3.427769309609521297e+05 3.580297984490531235e+03
1.216689434746016515e+06 3.427785181864402839e+05 3.580405154207516262e+03
1.216690397104322910e+06 3.427802443990928587e+05 3.580512509872579813e+03
1.216690955525320023e+06 3.427821747707519098e+05 3.580620051485721888e+03
1.216691627155222697e+06 3.427840681672542123e+05 3.580611979046942452e+03
1.216692363737746142e+06 3.427859403495829320e+05 3.580719892556241575e+03
1.216693102868414484e+06 3.427878095602428075e+05 3.580827992013619223e+03
1.216693822400805075e+06 3.427896842970688012e+05 3.580936277419075395e+03
1.216694408602834446e+06 3.427916032298788778e+05 3.581044748772610546e+03
1.216694698110808851e+06 3.427935824031992815e+05 3.581153406074223767e+03
1.216694881736146286e+06 3.427955825080355862e+05 3.581262249323915512e+03
1.216695024266953347e+06 3.427975883083539666e+05 3.581371278521685326e+03
1.216695259046630003e+06 3.427995800692706252e+05 3.581480493667534120e+03
1.216695699635133380e+06 3.428015405080385972e+05 3.581589894761461892e+03
1.216696115178877022e+06 3.428035067381320987e+05 3.581699481803467734e+03
1.216696518375155283e+06 3.428054758234414039e+05 3.581809254793552100e+03
1.216696907818605192e+06 3.428074498010878451e+05 3.581919213731715445e+03
1.216697295365645085e+06 3.428094244533502497e+05 3.582029358617956859e+03
1.216697697411643108e+06 3.428113944599687820e+05 3.582139689452277253e+03
1.216698088986949762e+06 3.428133655471970560e+05 3.582250206234675716e+03
1.216698254315503640e+06 3.428153678369836998e+05 3.582360908965153158e+03
1.216698487197136041e+06 3.428173630577214062e+05 3.582471797643708669e+03
1.216698805073595606e+06 3.428193493842295720e+05 3.582467072270343124e+03
1.216698975794593338e+06 3.428213538439947879e+05 3.582578332845055684e+03
1.216699111541274004e+06 3.428233626134764054e+05 3.582689779367847223e+03
1.216699277437917655e+06 3.428253674298144761e+05 3.582801411838716376e+03
1.216699426221774891e+06 3.428273724350478151e+05 3.582913230257664964e+03
1.216699464703840204e+06 3.428293799510010867e+05 3.583025234624692075e+03
1.216699558129478479e+06 3.428313820469659986e+05 3.583137424939797256e+03
1.216699765087271575e+06 3.428333736996295629e+05 3.583249801202981416e+03
1.216700118403296685e+06 3.428353524519631173e+05 3.583362363414244101e+03
1.216700424662666861e+06 3.428373383732467773e+05 3.583475111573585309e+03
1.216700689676614944e+06 3.428393305781555828e+05 3.583588045681004587e+03
1.216700846608967055e+06 3.428413331645510625e+05 3.583701165736502844e+03
1.216700960312809562e+06 3.428433399031446897e+05 3.583814471740079625e+03
1.216701138737526489e+06 3.428453435644756537e+05 3.583927963691734931e+03
1.216701333842727123e+06 3.428473460311513627e+05 3.583925841591468725e+03
1.216701598260461353e+06 3.428493417348506628e+05 3.584039705439281079e+03
1.216701858296914492e+06 3.428513374701548018e+05 3.584153755235171957e+03
1.216702102009604219e+06 3.428533333232122241e+05 3.584267990979140905e+03
1.216702192015075590e+06 3.428553378807930858e+05 3.584382412671188831e+03
1.216702178376896074e+06 3.428573486592791160e+05 3.584497020311315282e+03
1.216702186300804373e+06 3.428593609042169992e+05 3.584496013899520221e+03
1.216702114278706955e+06 3.428613721269608941e+05 3.584610993435803721e+03
1.216701985240409616e+06 3.428633826206927188e+05 3.584726158920165744e+03
1.216701951524247881e+06 3.428653972373495926e+05 3.584725710352606711e+03
1.216701926133423112e+06 3.428674119561710395e+05 3.584841247733125783e+03
1.216701591482801829e+06 3.428693960355707677e+05 3.584956971061723380e+03
1.216701815647360170e+06 3.428709961077760090e+05 3.584957080338399464e+03
1.216701487032664940e+06 3.428708430288146483e+05 3.585073175563154109e+03
1.216701351292124949e+06 3.428728306870571105e+05 3.585189456735987733e+03
1.216701411522867624e+06 3.428748457144805579e+05 3.585190123856899390e+03
1.216701570543902460e+06 3.428768491399983177e+05 3.585306776925889608e+03
1.216701840405381285e+06 3.428788266149219126e+05 3.585423615942958804e+03
1.216701390599775827e+06 3.428807898564772331e+05 3.585424840908106034e+03
1.216700975663804449e+06 3.428827631694293814e+05 3.585542051821332279e+03
1.216700415126285749e+06 3.428846900170597946e+05 3.585543648682636558e+03
1.216699626524958992e+06 3.428865440834703622e+05 3.585661231492019397e+03
1.216697978611063212e+06 3.428876547897862620e+05 3.585779000249480760e+03
1.216696574773528613e+06 3.428890559448696440e+05 3.585781154955021066e+03
1.216695353243680438e+06 3.428906564360816265e+05 3.585899295608639477e+03
1.216694226527123479e+06 3.428923271650722018e+05 3.586017622210336867e+03
1.216693079351008171e+06 3.428939831624877406e+05 3.586020334760112746e+03
1.216691882070271298e+06 3.428956030828786315e+05 3.586139033257966730e+03
1.216690682956793811e+06 3.428972217153497040e+05 3.586257917703899693e+03
1.216689463799768593e+06 3.428988262626396609e+05 3.586261188097911145e+03
1.216688244642743142e+06 3.429004308099296177e+05 3.586380444440000701e+03
1.216687101430164883e+06 3.429020910437692655e+05 3.586384086730169201e+03
1.216685963711545803e+06 3.429037553060749779e+05 3.586503714968416261e+03
1.216684843289939919e+06 3.429054322055168450e+05 3.586507729154741810e+03
1.216683727718194714e+06 3.429071126482498366e+05 3.586511929289145883e+03
1.216682647479483159e+06 3.429088156003458425e+05 3.586632115371628515e+03
1.216681592671480495e+06 3.429105347534019384e+05 3.586636687402189636e+03
1.216680608755484689e+06 3.429122928122815792e+05 3.586641445380829282e+03
1.216679728517087409e+06 3.429141077698513400e+05 3.586762189307547033e+03
1.216678782763677184e+06 3.429158849260874558e+05 3.586767319182343726e+03
1.216677646848175209e+06 3.429175523612024263e+05 3.586772635005219399e+03
1.216676532452411018e+06 3.429192338000278105e+05 3.586778136776173142e+03
1.216675478708074894e+06 3.429209547070405097e+05 3.586783824495205408e+03
1.216674419972282834e+06 3.429226724701680359e+05 3.586905498162316235e+03
1.216673322399141500e+06 3.429243657714631408e+05 3.586911557777505550e+03
1.216672232987564523e+06 3.429260642636427656e+05 3.586917803340773389e+03
1.216671164282496320e+06 3.429277759254915291e+05 3.586924234852119753e+03
1.216670098868231755e+06 3.429294896579515771e+05 3.586930852311544641e+03
1.216669042050307849e+06 3.429312087993280729e+05 3.586937655719048507e+03
1.216668006216347450e+06 3.429329404725562199e+05 3.586944645074630444e+03
1.216666987073329743e+06 3.429346821137972875e+05 3.586951820378290904e+03
1.216665932983659906e+06 3.429364021365085500e+05 3.586959181630030344e+03
1.216664828889266122e+06 3.429380912255382864e+05 3.586966728829847852e+03
1.216663784435909241e+06 3.429398151150467456e+05 3.586974461977743886e+03
1.216662858281662222e+06 3.429416080319542089e+05 3.586982381073718898e+03
1.216662012043906376e+06 3.429434377748170518e+05 3.586990486117771979e+03
1.216661250798156485e+06 3.429453066824603593e+05 3.586998777109904040e+03
1.216660473684508353e+06 3.429471689619019162e+05 3.587007254050114170e+03
1.216659682110863272e+06 3.429490252012381097e+05 3.586900116938403244e+03
1.216658833323093131e+06 3.429508552949609002e+05 3.586908965774770422e+03
1.216657947122904472e+06 3.429526682920202147e+05 3.586918000559216580e+03
1.216656837445512880e+06 3.429543514386939351e+05 3.587043021291740843e+03
1.216655647921380587e+06 3.429559778579740087e+05 3.587052427972344049e+03
1.216654334457621677e+06 3.429575089178868802e+05 3.587062020601025779e+03
1.216653074625158450e+06 3.429590839855114464e+05 3.587071799177785579e+03
1.216651839516709791e+06 3.429606793406803627e+05 3.587081763702624357e+03
1.216650660130559467e+06 3.429623158799502417e+05 3.587207714175541696e+03
1.216649509574748576e+06 3.429639737275950029e+05 3.587218050596537523e+03
1.216648506611068733e+06 3.429657121605489519e+05 3.587228572965611420e+03
1.216647733600526350e+06 3.429675761479250505e+05 3.587239281282764296e+03
1.216646816312839277e+06 3.429693706120293937e+05 3.587250175547995696e+03
1.216645838934168452e+06 3.429711361199063831e+05 3.587261255761305620e+03
1.216644814232911216e+06 3.429728734826205182e+05 3.587272521922694068e+03
1.216643729339227546e+06 3.429745750458198600e+05 3.587283974032161041e+03
1.216642728752290364e+06 3.429763238609353430e+05 3.587295612089706538e+03
1.216641838404260576e+06 3.429781344623235636e+05 3.587307436095330559e+03
1.216640953698035795e+06 3.429799476951780962e+05 3.587203646049033068e+03
1.216640075651699677e+06 3.429817640343562816e+05 3.587215841950814138e+03
1.216639248125373619e+06 3.429836033794813557e+05 3.587228223800673732e+03
1.216638468269299483e+06 3.429854644328224822e+05 3.587240791598611850e+03
1.216637662385813659e+06 3.429873141356809065e+05 3.587253545344628492e+03
1.216636829470696626e+06 3.429891520501193590e+05 3.587266485038723658e+03
1.216636108139097691e+06 3.429910338634850923e+05 3.587163810680897768e+03
1.216635466914479621e+06 3.429929471923520323e+05 3.587177122271149983e+03
1.216634578046970069e+06 3.429947440423473017e+05 3.587190619809480722e+03
1.216633512852264568e+06 3.429964579568189802e+05 3.587204303295889986e+03
1.216632410031879088e+06 3.429981476844873978e+05 3.587218172730378228e+03
1.216631290947729256e+06 3.429998269573689904e+05 3.587232228112944540e+03
1.216630158167407382e+06 3.430014969639267074e+05 3.587246469443589376e+03
1.216629031929881778e+06 3.430031710116490140e+05 3.587260896722313191e+03
1.216628020276277559e+06 3.430049168422750663e+05 3.587275509949115076e+03
1.216627091884432361e+06 3.430067042758066091e+05 3.587406109123995520e+03
1.216626303274246398e+06 3.430085615532046068e+05 3.587421094246954908e+03
1.216625529341323301e+06 3.430104248701868346e+05 3.587436265317992365e+03
1.216624766948230797e+06 3.430122929357234389e+05 3.587451622337108802e+03
1.216624119695633184e+06 3.430142028295829659e+05 3.587467165304303307e+03
1.216623501873154892e+06 3.430161234692817088e+05 3.587598694219576828e+03
1.216622860186581034e+06 3.430180358066104818e+05 3.587614609082928837e+03
1.216622232198567130e+06 3.430199528784610447e+05 3.587630709894358915e+03
1.216621619124301476e+06 3.430218751048292033e+05 3.587646996653867973e+03
1.216621048748194706e+06 3.430238101788563654e+05 3.587663469361455554e+03
1.216620495231990935e+06 3.430257499600052834e+05 3.587795928017121241e+03
1.216619654750865651e+06 3.430275842020129785e+05 3.587812772620865871e+03
1.216618811722279992e+06 3.430294172671358101e+05 3.587829803172689026e+03
1.216617955187404994e+06 3.430312440925751580e+05 3.587847019672590704e+03
1.216616970124728978e+06 3.430329932568131480e+05 3.587980222120570033e+03
1.216615752676076256e+06 3.430346020049395156e+05 3.587997810516628761e+03
1.216614556783761829e+06 3.430362265318459831e+05 3.588015584860766012e+03
1.216613401874039555e+06 3.430378810571371578e+05 3.588033545152981787e+03
1.216612425805347739e+06 3.430396338068732875e+05 3.588051691393276087e+03
1.216611642158875009e+06 3.430414922402193188e+05 3.588185823581648947e+03
1.216610862247702200e+06 3.430433522733016289e+05 3.588204341718100295e+03
1.216610083375637652e+06 3.430452127514083404e+05 3.588223045802630168e+03
1.216609397612046916e+06 3.430471087544310139e+05 3.588357735835238600e+03
1.216608736273211660e+06 3.430490139343043556e+05 3.588376811815925521e+03
1.216608092285869177e+06 3.430509254460816737e+05 3.588511873744691002e+03
1.216607406346469652e+06 3.430528221837861347e+05 3.588531321621534971e+03
1.216606698969781166e+06 3.430547113720143680e+05 3.588550955446457465e+03
1.216606055101482198e+06 3.430566222836445086e+05 3.588570775219458937e+03
1.216605455364638008e+06 3.430585482906871475e+05 3.588706580940538515e+03
1.216604760983065935e+06 3.430604414721596986e+05 3.588726772609696582e+03
1.216604030131715117e+06 3.430623220048423391e+05 3.588747150226933172e+03
1.216603640798210166e+06 3.430642957767889602e+05 3.588767713792248742e+03
1.216603312625330407e+06 3.430662862464625505e+05 3.588904263305642417e+03
1.216602463158963481e+06 3.430681098974514753e+05 3.588925198767114580e+03
1.216601642938869540e+06 3.430699380668432568e+05 3.588946320176665722e+03
1.216601585692148656e+06 3.430719541817536810e+05 3.589083427534294970e+03
1.216601570408960339e+06 3.430739707081623492e+05 3.589104920840002706e+03
1.216601612363328924e+06 3.430759877958478173e+05 3.589126600093789420e+03
1.216601728654368548e+06 3.430780022829094669e+05 3.589148465295654205e+03
1.216601765511563513e+06 3.430800082931293873e+05 3.589170516445597968e+03
1.216601261685076170e+06 3.430819622553480440e+05 3.589192753543619801e+03
1.216600599650806980e+06 3.430838584840359399e+05 3.589215176589720613e+03
1.216599728582232958e+06 3.430856784314668039e+05 3.589237785583899949e+03
1.216598788090315182e+06 3.430874622576932888e+05 3.589260580526157355e+03
1.216597809141558828e+06 3.430892258866814082e+05 3.589167761416493704e+03
1.216596667643656954e+06 3.430908896539713023e+05 3.589190928254908613e+03
1.216595515953228110e+06 3.430925462311449228e+05 3.589214281041401591e+03
1.216594325598902768e+06 3.430941755336385686e+05 3.589237819775973549e+03
1.216593143911743071e+06 3.430958109675133601e+05 3.589261544458624030e+03
1.216592007006705273e+06 3.430974780814406695e+05 3.589169655089353000e+03
1.216590972447217442e+06 3.430992056999255437e+05 3.589193751668160075e+03
1.216590058385793120e+06 3.431010045543555170e+05 3.589218034195046130e+03
1.216589199363947148e+06 3.431028296605051728e+05 3.589242502670010708e+03
1.216588375574466772e+06 3.431046715711109573e+05 3.589267157093053811e+03
1.216587541755809216e+06 3.431065091378969373e+05 3.589291997464175438e+03
1.216586704640588723e+06 3.431083452768814750e+05 3.589317023783375589e+03
1.216585818749265512e+06 3.431101580719089834e+05 3.589342236050654265e+03
1.216584912546432344e+06 3.431119611459668376e+05 3.589367634266011464e+03
1.216583951786481310e+06 3.431137354337113211e+05 3.589393218429447188e+03
1.216582940003654454e+06 3.431154797608279041e+05 3.589418988540961436e+03
1.216581820583116030e+06 3.431171586889131577e+05 3.589444944600554209e+03
1.216580728112967452e+06 3.431188548513824353e+05 3.589471086608225505e+03
1.216579650633092504e+06 3.431205605999145773e+05 3.589497414563975326e+03
1.216578565059266286e+06 3.431222607288382715e+05 3.589523928467803671e+03
1.216577476915425388e+06 3.431239590734076919e+05 3.589666428319711031e+03
1.216576332137012621e+06 3.431256206786077237e+05 3.589693314119696424e+03
1.216575182157330448e+06 3.431272789096964407e+05 3.589720385867760342e+03
1.216573979355917778e+06 3.431288990555719938e+05 3.589747643563902784e+03
1.216572770385713084e+06 3.431305147536614095e+05 3.589775087208124205e+03
1.216571819839479867e+06 3.431322901494117687e+05 3.589802716800423696e+03
1.216570919904893031e+06 3.431340962040540180e+05 3.589714732340801675e+03
1.216570026270289440e+06 3.431359051943192608e+05 3.589742733829258668e+03
1.216569722399086691e+06 3.431378873028196394e+05 3.589770921265793731e+03
1.216569063199639088e+06 3.431397872564017889e+05 3.589683494650407738e+03
1.216568467552104034e+06 3.431417097514924826e+05 3.589712053983099850e+03
1.216567982080410467e+06 3.431436667776659597e+05 3.589624999263870905e+03
1.216567506120753009e+06 3.431456269403339829e+05 3.589653930492720065e+03
1.216567072752693668e+06 3.431475965933450498e+05 3.589683047669648204e+03
1.216566582427901216e+06 3.431495488488870906e+05 3.589596550794654377e+03
1.216565950698082568e+06 3.431514633072642027e+05 3.589626039867739564e+03
1.216565457513684407e+06 3.431534200866635656e+05 3.589655714888903276e+03
1.216564982829378452e+06 3.431553812298069824e+05 3.589685575858145057e+03
1.216564526166760596e+06 3.431573466238501132e+05 3.589715622775465818e+03
1.216564041484421352e+06 3.431593051248675329e+05 3.589745855640865102e+03
1.216563533965990646e+06 3.431612580080644693e+05 3.589776274454342456e+03
1.216563095725688152e+06 3.431632273639285122e+05 3.589691079215898753e+03
1.216562686898220098e+06 3.431652030195280677e+05 3.589721869925533611e+03
1.216562401449543890e+06 3.431672003298772615e+05 3.589752846583246992e+03
1.216561852023706539e+06 3.431691224437562050e+05 3.589784009189038898e+03
1.216561041226480622e+06 3.431709701034445898e+05 3.589815357742909327e+03
1.216560260498333722e+06 3.431728307320132735e+05 3.589846892244858282e+03
1.216559462680445518e+06 3.431746832394669764e+05 3.589878612694885305e+03
1.216558545414476888e+06 3.431764804632390733e+05 3.589910519092991308e+03
1.216557543499540538e+06 3.431782300932637881e+05 3.589942611439175835e+03
1.216556510111132171e+06 3.431799624730765354e+05 3.589974889733439340e+03
1.216555531553765293e+06 3.431817271215585060e+05 3.590007353975780916e+03
1.216554868517019786e+06 3.431836302509622183e+05 3.590040004166201015e+03
1.216554244464222575e+06 3.431855486489101895e+05 3.590188640304699675e+03
1.216553762075965060e+06 3.431875080565570388e+05 3.590221662391276823e+03
1.216553315043953946e+06 3.431894753809461836e+05 3.590254870425932495e+03
1.216552918963945704e+06 3.431914541141788359e+05 3.590288264408666691e+03
1.216552001159332693e+06 3.431932335425752099e+05 3.590206044339479377e+03
1.216551018070258666e+06 3.431949931849411805e+05 3.590239810218371076e+03
1.216550166211980861e+06 3.431968208461308968e+05 3.590273762045340845e+03
1.216549442789636552e+06 3.431986985649208655e+05 3.590192099820389558e+03
1.216548850311361719e+06 3.432006273188511259e+05 3.590226423543516830e+03
1.216548325833244016e+06 3.432025746932449983e+05 3.590260933214722172e+03
1.216547614270309918e+06 3.432044375087566441e+05 3.590295628834006038e+03
1.216546539649871644e+06 3.432061431531872950e+05 3.590214710401368848e+03
1.216545652842471376e+06 3.432079398179419804e+05 3.590133977916809727e+03
1.216544923356458778e+06 3.432098130131421494e+05 3.590053431380329584e+03
1.216544088222788181e+06 3.432116392792168190e+05 3.589973070791927512e+03
1.216543888360569952e+06 3.432136281240623211e+05 3.590008696151604454e+03
1.216543848837194731e+06 3.432156365813820157e+05 3.589928707459359430e+03
1.216544041886602063e+06 3.432176361974114552e+05 3.589848904715193385e+03
1.216544173311665189e+06 3.432196430927151814e+05 3.589769287919105409e+03
1.216544255607456202e+06 3.432216520636491477e+05 3.589689857071096412e+03
1.216544098555394448e+06 3.432236604547346942e+05 3.589726412171165975e+03
1.216544012829369865e+06 3.432256749883835437e+05 3.589647353219313572e+03
1.216543957815705566e+06 3.432276920452740742e+05 3.589684280215540184e+03
1.216543919902551454e+06 3.432297096503318171e+05 3.589721393159845320e+03
1.216543887467400171e+06 3.432317272964878357e+05 3.589874492052229016e+03
1.216543861788617447e+06 3.432337449862175272e+05 3.589911976892691200e+03
1.216543751584711717e+06 3.432357599387418595e+05 3.589949647681231454e+03
1.216543654596286127e+06 3.432377755024306825e+05 3.589987504417850687e+03
1.216543577535648132e+06 3.432397919877020177e+05 3.590025547102548444e+03
1.216543791833873838e+06 3.432417903355367016e+05 3.590063775735324725e+03
1.216544068889992544e+06 3.432437849791961489e+05 3.590102190316179531e+03
1.216544007876691408e+06 3.432458020426898729e+05 3.590140790845112861e+03
1.216544026779931039e+06 3.432478183421165450e+05 3.590179577322124715e+03
1.216544125036637532e+06 3.432498338865721016e+05 3.590218549747215093e+03
1.216544083834977122e+06 3.432518513814370963e+05 3.590257708120383995e+03
1.216544063081045402e+06 3.432538690227281768e+05 3.590297052441631422e+03
1.216544080350885168e+06 3.432558869363073027e+05 3.590336582710957373e+03
1.216543998693925329e+06 3.432579029082441702e+05 3.590376298928361848e+03
1.216543910961566726e+06 3.432599189568322618e+05 3.590416201093844847e+03
1.216543832304487703e+06 3.432619353814732167e+05 3.590456289207406826e+03
1.216543965832938207e+06 3.432639480911412975e+05 3.590496563269046874e+03
1.216544291572493734e+06 3.432659277068911470e+05 3.590537023278765446e+03
1.216544877024922054e+06 3.432678589111096226e+05 3.590577669236562542e+03
1.216545177561232587e+06 3.432698516141869477e+05 3.590502701142438582e+03
1.216545536750610452e+06 3.432718348978283466e+05 3.590543718996392727e+03
1.216546200549142668e+06 3.432736839796864660e+05 3.590584922798425396e+03
1.216545723301576218e+06 3.432727757984644850e+05 3.590510512548537008e+03
1.216544638926294865e+06 3.432726596130912076e+05 3.590436288246726690e+03
1.216544937599453144e+06 3.432727792694459204e+05 3.590362249892995351e+03
1.216545448649888625e+06 3.432746189850849332e+05 3.590404197487342117e+03
1.216545589406683343e+06 3.432766020587770618e+05 3.590330531029767826e+03
1.216546162134514656e+06 3.432785309984766063e+05 3.590257050520272060e+03
1.216546618495182134e+06 3.432804955835555447e+05 3.590299555958854853e+03
1.216547159879056970e+06 3.432824372217888013e+05 3.590226447345515680e+03
1.216547770052743377e+06 3.432843584087357740e+05 3.590269324680255522e+03
1.216548423945725197e+06 3.432862664400939248e+05 3.590312387963073434e+03
1.216548639101888053e+06 3.432882662508893409e+05 3.590239837193970288e+03
1.216548540081451647e+06 3.432902788492500549e+05 3.590167472372945667e+03
1.216549119634532835e+06 3.432922092073318781e+05 3.590211093499999151e+03
1.216550004553276347e+06 3.432939762996991631e+05 3.590139100575131579e+03
1.216550503984873649e+06 3.432949475425354321e+05 3.590067293598342530e+03
1.216551523205581587e+06 3.432966852985735750e+05 3.589995672569632006e+03
1.216552329560272163e+06 3.432985319765696768e+05 3.590040037489000042e+03
1.216553035717758816e+06 3.433004173800605349e+05 3.589968788356446112e+03
1.216553607984622475e+06 3.433023513288049726e+05 3.590013525171971196e+03
1.216554198251093738e+06 3.433042792245243909e+05 3.590058447935574804e+03
1.216554718092133990e+06 3.433062275860769441e+05 3.589987756647256901e+03
1.216555167289037956e+06 3.433081938418506179e+05 3.590033051307017558e+03
1.216555531301008072e+06 3.433101784497377230e+05 3.590078531914856740e+03
1.216555939959004754e+06 3.433121540225642384e+05 3.590124198470774445e+03
1.216556378896894865e+06 3.433141234676187742e+05 3.590170050974770675e+03
1.216556842588501517e+06 3.433160873992809793e+05 3.590216089426845429e+03
1.216557398222979391e+06 3.433180188182822894e+05 3.590146513826998671e+03
1.216558273726239800e+06 3.433198365047142142e+05 3.590192924175230473e+03
1.216559064915355295e+06 3.433216899187632371e+05 3.590239520471541255e+03
1.216559764376786770e+06 3.433235822018724866e+05 3.590286302715930105e+03
1.216560530578415142e+06 3.433254476963517955e+05 3.590217470908397445e+03
1.216560994368979707e+06 3.433273956895455485e+05 3.590264625048943344e+03
1.216561246586802183e+06 3.433293952566717053e+05 3.590311965137567768e+03
1.216561263161971467e+06 3.433314119022788364e+05 3.590243691174271589e+03
1.216561325632669730e+06 3.433334274509324459e+05 3.590291403159052606e+03
1.216561422387265135e+06 3.433354418503676425e+05 3.590339301091912603e+03
1.216561282294186763e+06 3.433374536120524281e+05 3.590271584972851997e+03
1.216560997982152272e+06 3.433394264698944753e+05 3.590319854801869042e+03
1.216560352692592656e+06 3.433413346990644350e+05 3.590368310578965065e+03
1.216560312374841422e+06 3.433433502719547832e+05 3.590301152304139123e+03
1.216560100645552855e+06 3.433453551478095469e+05 3.590349979977392195e+03
1.216560344750334742e+06 3.433473422702251701e+05 3.590283193598723301e+03
1.216560612574510975e+06 3.433493264076131745e+05 3.590332393168133422e+03
1.216560319148725597e+06 3.433513200575567316e+05 3.590265978685621576e+03
1.216560272188137518e+06 3.433533239671167685e+05 3.590199750151188709e+03
1.216560405513250269e+06 3.433553341398061020e+05 3.590249507564833948e+03
1.216560678812367609e+06 3.433573319540333468e+05 3.590183650926558130e+03
1.216561425582003081e+06 3.433591690192581154e+05 3.590233780236360872e+03
1.216561746165567776e+06 3.433610301768487552e+05 3.590168295494241647e+03
1.216561952486444730e+06 3.433629498909175163e+05 3.590218796700201437e+03
1.216562710553026758e+06 3.433648182685584761e+05 3.590153683854239716e+03
1.216563467916203430e+06 3.433666866645374103e+05 3.590204556956356555e+03
1.216563692003131378e+06 3.433686737968166126e+05 3.590139816006551428e+03
1.216563807787995553e+06 3.433706852748928359e+05 3.590191061004825315e+03
1.216563930933350231e+06 3.433726958558064653e+05 3.590126691951177690e+03
